tag,year,cik,start,end,val,accn,url
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1682852,2025-01-01,2025-12-31,1944000000,0001682852-26-000033,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1690820,2025-01-01,2025-12-31,20322000000,0001690820-26-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1692819,2025-01-01,2025-12-31,17586000000,0001692819-26-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1699150,2025-01-01,2025-12-31,7650900000,0001628280-26-008617,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1701605,2025-01-01,2025-12-31,27733000000,0001701605-26-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1707925,2025-01-01,2025-12-31,33986000000,0001628280-26-011430,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1711269,2025-01-01,2025-12-31,5705100000,0001711269-26-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1713445,2025-01-01,2025-12-31,2202506000,0001713445-26-000022,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1730168,2024-11-04,2025-11-02,63887000000,0001730168-25-000121,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1748790,2024-07-01,2025-06-30,15009000000,0001748790-26-000022,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1751008,2025-01-01,2025-12-31,5480717000,0001751008-26-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1754301,2024-07-01,2025-06-30,16300000000,0001628280-26-053960,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1781335,2025-01-01,2025-12-31,14431000000,0001781335-26-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1783180,2025-01-01,2025-12-31,21747000000,0001783180-26-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1792044,2025-01-01,2025-12-31,14250400000,0001792044-26-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1792789,2025-01-01,2025-12-31,13717000000,0001792789-26-000035,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1811074,2025-01-01,2025-12-31,798190000,0001811074-26-000018,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1835632,2025-02-02,2026-01-31,8194600000,0001835632-26-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1868275,2025-01-01,2025-12-31,22663000000,0001868275-26-000032,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1932393,2025-01-01,2025-12-31,20625000000,0001932393-26-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1944048,2024-12-30,2025-12-28,15124000000,0001944048-26-000030,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1967680,2025-01-01,2025-12-31,5503000000,0001967680-26-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1996810,2025-01-01,2025-12-31,38068000000,0001996810-26-000015,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,1996862,2025-01-01,2025-12-31,16944000000,0001628280-26-009842,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,2005951,2025-01-01,2025-12-31,31179000000,0001628280-26-012555,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,2012383,2025-01-01,2025-12-31,24216000000,0001193125-26-071966,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,2058873,2025-01-01,2025-12-31,4754000000,0002058873-26-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2025,2082247,2025-06-01,2026-05-31,8795000000,0001628280-26-053359,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2025.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,4904,2019-01-01,2019-12-31,15561400000,0000004904-22-000024,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,9389,2019-01-01,2019-12-31,11474000000,0001558370-22-001251,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,10456,2019-01-01,2019-12-31,11362000000,0001628280-21-008034,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,11544,2019-01-01,2019-12-31,314191000,0000011544-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,14693,2019-05-01,2020-04-30,4306000000,0000014693-22-000069,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,16918,2019-03-01,2020-02-29,9113000000,0000016918-22-000069,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,24545,2019-01-01,2019-12-31,10579400000,0000024545-22-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,35527,2019-01-01,2019-12-31,565000000,0000035527-22-000119,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,45012,2019-01-01,2019-12-31,22408000000,0000045012-22-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,48465,2018-10-29,2019-10-27,9497317000,0000048465-21-000067,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,49071,2019-01-01,2019-12-31,1439000000,0000049071-22-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,51434,2019-01-01,2019-12-31,18317000000,0000051434-22-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,52988,2018-09-29,2019-09-27,12737868000,0000052988-21-000065,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,62709,2019-01-01,2019-12-31,16652000000,0000062709-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,72741,2019-01-01,2019-12-31,8450000000,0000072741-22-000015,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,91419,2019-05-01,2020-04-30,7801000000,0000091419-22-000049,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,92122,2019-01-01,2019-12-31,22596000000,0000092122-22-000003,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,105634,2019-01-01,2019-12-31,9174611000,0000105634-22-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,109198,2019-02-03,2020-02-01,41716977000,0000109198-22-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,318154,2019-01-01,2019-12-31,23362000000,0000318154-22-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,728535,2019-01-01,2019-12-31,9165258000,0001437749-22-004457,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,753308,2019-01-01,2019-12-31,17500000000,0000753308-22-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,764478,2019-02-03,2020-02-01,43638000000,0000764478-22-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,788784,2019-01-01,2019-12-31,9308000000,0001628280-22-003860,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,842023,2018-07-01,2019-06-30,714006000,0001437749-20-018754,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,860730,2019-01-01,2019-12-31,51336000000,0001193125-21-048994,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,878927,2019-01-01,2019-12-31,4109111000,0001564590-22-006303,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,879101,2019-01-01,2019-12-31,16550000,0001437749-22-004700,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,895126,2019-01-01,2019-12-31,4517000000,0000895126-21-000078,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,900075,2018-08-01,2019-07-31,2041957000,0000900075-21-000022,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,906107,2019-01-01,2019-12-31,384000,0001564590-20-005562,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,927066,2019-01-01,2019-12-31,10918421000,0000927066-21-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1002910,2019-01-01,2019-12-31,5910000000,0001002910-22-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1013237,2018-09-01,2019-08-31,1435351000,0001437749-19-020894,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1035002,2019-01-01,2019-12-31,108324000000,0001035002-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1035443,2019-01-01,2019-12-31,1531296000,0001035443-22-000040,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1037868,2019-01-01,2019-12-31,5158557000,0001037868-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1086222,2019-01-01,2019-12-31,2893617000,0001086222-22-000058,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1174922,2019-01-01,2019-12-31,6611099000,0001174922-22-000031,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1281761,2019-01-01,2019-12-31,79000000,0001281761-22-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1326160,2019-01-01,2019-12-31,24348000000,0001326160-22-000072,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1374310,2019-01-01,2019-12-31,2496100000,0001558370-22-001386,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1413329,2019-01-01,2019-12-31,77921000000,0001413329-22-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1467858,2019-01-01,2019-12-31,122697000000,0001467858-20-000028,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1513761,2019-01-01,2019-12-31,6462376000,0001558370-22-002516,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1524472,2019-01-01,2019-12-31,5002000000,0001524472-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1535527,2019-02-01,2020-01-31,481413000,0001535527-22-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1601046,2018-11-01,2019-10-31,4303000000,0001601046-21-000197,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1633978,2019-06-30,2020-06-27,1678600000,0001628280-22-023617,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1637459,2018-12-30,2019-12-28,24977000000,0001637459-22-000018,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2019,1751788,2019-01-01,2019-12-31,42951000000,0001751788-22-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,4904,2020-01-01,2020-12-31,14918500000,0000004904-23-000081,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,9389,2020-01-01,2020-12-31,11781000000,0000009389-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,10456,2020-01-01,2020-12-31,11673000000,0001628280-21-008034,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,11544,2020-01-01,2020-12-31,358253000,0000011544-23-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,14693,2020-05-01,2021-04-30,4526000000,0000014693-23-000074,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,16918,2020-03-01,2021-02-28,9355700000,0000016918-23-000045,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,24545,2020-01-01,2020-12-31,9654000000,0000024545-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,35527,2020-01-01,2020-12-31,559000000,0000035527-23-000122,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,45012,2020-01-01,2020-12-31,14445000000,0000045012-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,48465,2019-10-28,2020-10-25,9608462000,0000048465-22-000051,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,49071,2020-01-01,2020-12-31,1815000000,0000049071-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,51434,2020-01-01,2020-12-31,17565000000,0000051434-23-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,52988,2019-09-28,2020-10-02,13566975000,0000052988-22-000111,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,62709,2020-01-01,2020-12-31,17224000000,0000062709-23-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,72741,2020-01-01,2020-12-31,8766500000,0000072741-23-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,91419,2020-05-01,2021-04-30,8002700000,0000091419-23-000072,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,92122,2020-01-01,2020-12-31,21097000000,0000092122-23-000012,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,105634,2020-01-01,2020-12-31,8797061000,0000105634-23-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,109198,2020-02-02,2021-01-30,32137000000,0000109198-23-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,318154,2020-01-01,2020-12-31,25424000000,0000318154-23-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,728535,2020-01-01,2020-12-31,9636573000,0001437749-23-004530,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,753308,2020-01-01,2020-12-31,17000000000,0000753308-23-000019,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,764478,2020-02-02,2021-01-30,47262000000,0000764478-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,788784,2020-01-01,2020-12-31,9099000000,0001628280-23-004411,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,842023,2019-07-01,2020-06-30,738691000,0001437749-20-018754,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,860730,2020-01-01,2020-12-31,51533000000,0001193125-21-048994,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,878927,2020-01-01,2020-12-31,4015129000,0000950170-23-003783,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,879101,2020-01-01,2020-12-31,13005000,0001437749-23-004541,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,895126,2020-01-01,2020-12-31,2745000000,0000895126-21-000078,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,900075,2019-08-01,2020-07-31,2205583000,0000900075-22-000050,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,927066,2020-01-01,2020-12-31,11039709000,0000927066-21-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,1002910,2020-01-01,2020-12-31,5794000000,0001002910-23-000053,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,1035002,2020-01-01,2020-12-31,64912000000,0001035002-23-000027,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,1035443,2020-01-01,2020-12-31,1885637000,0001035443-23-000099,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,1037868,2020-01-01,2020-12-31,4540029000,0001037868-23-000012,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerIncludingAssessedTax,2020,1086222,2020-01-01,2020-12-31,3198149000,0001086222-23-000078,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerIncludingAssessedTax/USD/CY2020.json
